Job Title,Location,Salary,Monthly Salary,Locality,City,State,Annual Salary,Salary Level,Work Mode
Robotics / STEM Trainer,"Indore, Madhya Pradesh","₹1,80,000 - ₹3,60,000 a year",270000.0,,Indore,Madhya Pradesh,3240000.0,Above Medium Standard Salary,Onsite
HTML Developers - Freshers,"Banaswadi, Bengaluru, Karnataka",Not specified,,Banaswadi,Bengaluru,Karnataka,,High Standard Salary,Onsite
Java Developers - Freshers,"Banaswadi, Bengaluru, Karnataka",Not specified,,Banaswadi,Bengaluru,Karnataka,,High Standard Salary,Onsite
"Teachers - Pre-Primary and Primary (English, Mathematics, EVS and Computers)","Pulivendla, Andhra Pradesh","₹20,000 - ₹30,000 a month",25000.0,,Pulivendla,Andhra Pradesh,300000.0,Market Standard Salary,Onsite
College Student,Remote,"₹15,000 - ₹20,000 a month",17500.0,Remote,Remote,Remote,210000.0,Market Standard Salary,Remote
Software Testers - Freshers,"Banaswadi, Bengaluru, Karnataka",Not specified,,Banaswadi,Bengaluru,Karnataka,,High Standard Salary,Onsite
Web Developer - Freshers,"Banaswadi, Bengaluru, Karnataka",Not specified,,Banaswadi,Bengaluru,Karnataka,,High Standard Salary,Onsite
Computer Operator and Data Entry - Freshers,"Banaswadi, Bengaluru, Karnataka",Not specified,,Banaswadi,Bengaluru,Karnataka,,High Standard Salary,Onsite
Back Office Assistant,Remote,"₹14,678 - ₹22,689 a month",18683.5,Remote,Remote,Remote,224202.0,Market Standard Salary,Remote
Customer Service Officer,Remote,"From ₹12,800 a month",,Remote,Remote,Remote,,High Standard Salary,Remote
Recruiter,Remote,"₹12,000 - ₹25,000 a month",18500.0,Remote,Remote,Remote,222000.0,Market Standard Salary,Remote
Sales Advisor_ Work From Home,Remote,"₹10,000 - ₹25,000 a month",17500.0,Remote,Remote,Remote,210000.0,Market Standard Salary,Remote
Junior Python Developer,"Kochi, Kerala","₹35,000 - ₹55,000 a month",45000.0,,Kochi,Kerala,540000.0,Market Standard Salary,Onsite
Customer Support - Trainee,Remote,"₹3,00,000 - ₹6,00,000 a year",450000.0,Remote,Remote,Remote,5400000.0,High Standard Salary,Remote
Fresher KYC Verification Executive,"Indraprastha H.O, Delhi, Delhi","₹17,000 - ₹23,000 a month",20000.0,Indraprastha H.O,Delhi,Delhi,240000.0,Market Standard Salary,Onsite
Trainee,"Powai, Mumbai, Maharashtra","₹4,00,000 - ₹6,00,000 a year",500000.0,Powai,Mumbai,Maharashtra,6000000.0,High Standard Salary,Onsite
Chat Support Representative- Mohali,"Mohali, Punjab","₹30,000 - ₹35,000 a month",32500.0,,Mohali,Punjab,390000.0,Market Standard Salary,Onsite
"Fresher (ITI , Diploma or Any Degree)","Erode, Tamil Nadu","₹12,000 - ₹15,000 a month",13500.0,,Erode,Tamil Nadu,162000.0,Market Standard Salary,Onsite
Python Intern Trainee,"Kulasegaram, Tamil Nadu","₹8,500 - ₹22,000 a month",15250.0,,Kulasegaram,Tamil Nadu,183000.0,Market Standard Salary,Onsite
Software Engineer Trainee - Freshers,"Tirunelveli, Tamil Nadu",Not specified,,,Tirunelveli,Tamil Nadu,,High Standard Salary,Onsite
Programmer Trainee,Remote,"From ₹2,71,362.01 a year",,Remote,Remote,Remote,,High Standard Salary,Remote
Quality Analyst,Remote,"₹2,80,000 - ₹3,50,000 a year",315000.0,Remote,Remote,Remote,3780000.0,Above Medium Standard Salary,Remote
Data Entry Operator,"Hassan, Karnataka",Not specified,,,Hassan,Karnataka,,High Standard Salary,Onsite
Mobile App Developer - Freshers,"Banaswadi, Bengaluru, Karnataka",Not specified,,Banaswadi,Bengaluru,Karnataka,,High Standard Salary,Onsite
Mega Walk-in drive Customer Service Representative- Fresher's,"Noida, Uttar Pradesh","₹13,000 - ₹17,000 a month",15000.0,,Noida,Uttar Pradesh,180000.0,Market Standard Salary,Onsite
Python Developer Trainee,Kerala,Not specified,,Kerala,Kerala,Kerala,,High Standard Salary,Onsite
Junior Data Scientist,"Bengaluru, Karnataka","₹2,50,000 - ₹5,00,000 a year",375000.0,,Bengaluru,Karnataka,4500000.0,High Standard Salary,Onsite
Digital Marketing - Freshers,"Banaswadi, Bengaluru, Karnataka",Not specified,,Banaswadi,Bengaluru,Karnataka,,High Standard Salary,Onsite
Receptionist,"Thrissur, Kerala",Not specified,,,Thrissur,Kerala,,High Standard Salary,Onsite
Web Developer - Fresher,"Madurai, Tamil Nadu",Not specified,,,Madurai,Tamil Nadu,,High Standard Salary,Onsite
Document verification (office Fresher Applied Now),"Delhi Cantt, Delhi, Delhi","₹10,914.81 - ₹21,867.53 a month",16391.17,Delhi Cantt,Delhi,Delhi,196694.05,Market Standard Salary,Onsite
Graduate Trainee,Remote,Not specified,,Remote,Remote,Remote,,High Standard Salary,Remote
Internship JOB Opening for freshers,Remote,"₹8,000 - ₹15,000 a month",11500.0,Remote,Remote,Remote,138000.0,Market Standard Salary,Remote
Consultant Doctor,"Tirupati, Andhra Pradesh","₹20,000 - ₹25,000 a month",22500.0,,Tirupati,Andhra Pradesh,270000.0,Market Standard Salary,Onsite
Software Trainees,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,,High Standard Salary,Onsite
Back Office Assistant,"Pimpri-Chinchwad, Maharashtra","₹28,000 - ₹34,000 a month",31000.0,,Pimpri-Chinchwad,Maharashtra,372000.0,Market Standard Salary,Onsite
Digital Marketing Intern,Remote,"₹10,000 - ₹15,000 a month",12500.0,Remote,Remote,Remote,150000.0,Market Standard Salary,Remote
Fresher - Malayalam,"Coimbatore, Tamil Nadu","₹8,086.00 - ₹26,786.74 a month",17436.370000000003,,Coimbatore,Tamil Nadu,209236.44,Market Standard Salary,Onsite
Call Quality Analyst,"Bengaluru, Karnataka","₹4,00,000 - ₹5,00,000 a year",450000.0,,Bengaluru,Karnataka,5400000.0,High Standard Salary,Onsite
Marketing Intern,"Anantapur, Andhra Pradesh",Not specified,,,Anantapur,Andhra Pradesh,,High Standard Salary,Onsite
Junior Engineers(Freshers),"Kochi, Kerala",Not specified,,,Kochi,Kerala,,High Standard Salary,Onsite
Social Media Manager,Remote,"From ₹32,000 a month",,Remote,Remote,Remote,,High Standard Salary,Remote
HR Assistant,"Madurai, Tamil Nadu","₹12,000 - ₹15,000 a month",13500.0,,Madurai,Tamil Nadu,162000.0,Market Standard Salary,Onsite
Digital Marketing Intern,Remote,"₹2,000 - ₹5,000 a day",3500.0,Remote,Remote,Remote,42000.0,Market Standard Salary,Remote
Fresh Graduates (Male),"Singanallur, Tamil Nadu",Not specified,,,Singanallur,Tamil Nadu,,High Standard Salary,Onsite
Manager,"Idukki, Kerala",Not specified,,,Idukki,Kerala,,High Standard Salary,Onsite
Freshers - Trainee,"Hyderabad, Telangana",Not specified,,,Hyderabad,Telangana,,High Standard Salary,Onsite
Hiring Freshers for Bangalore Location ( Budget upto 45k inhand),"Bengaluru, Karnataka","₹30,000 - ₹50,000 a month",40000.0,,Bengaluru,Karnataka,480000.0,Market Standard Salary,Onsite
Phone Banking Officer,"Jaipur, Rajasthan","₹2,00,000 - ₹3,50,000 a year",275000.0,,Jaipur,Rajasthan,3300000.0,Above Medium Standard Salary,Onsite
"Trainee Engineer, Fresher","Indore, Madhya Pradesh",Not specified,,,Indore,Madhya Pradesh,,High Standard Salary,Onsite
Content Creator,Remote,"₹30,000 - ₹60,000 a month",45000.0,Remote,Remote,Remote,540000.0,Market Standard Salary,Remote
Social Media Manager,Remote,"₹11,347.87 - ₹43,137.86 a month",27242.865,Remote,Remote,Remote,326914.38,Market Standard Salary,Remote
Amazon Advertising Executive,"Thrissur, Kerala","₹14,000 - ₹17,500 a month",15750.0,,Thrissur,Kerala,189000.0,Market Standard Salary,Onsite
Software Engineer,"Pune, Maharashtra",Not specified,,,Pune,Maharashtra,,High Standard Salary,Onsite
Administration/Office Manager,"Thrissur, Kerala","₹15,000 - ₹25,000 a month",20000.0,,Thrissur,Kerala,240000.0,Market Standard Salary,Onsite
Draftsman,India,₹8 - ₹10 an hour,,India,India,India,,High Standard Salary,Onsite
Documents verification,"Vadapalani, Chennai, Tamil Nadu","₹15,000 - ₹30,000 a month",22500.0,Vadapalani,Chennai,Tamil Nadu,270000.0,Market Standard Salary,Onsite
Software Developer Fresher,India,Not specified,,India,India,India,,High Standard Salary,Onsite
E-Commerce works agency with Amazon PPC Ad management,Remote,"₹12,000.00 - ₹33,807.10 a month",22903.55,Remote,Remote,Remote,274842.6,Market Standard Salary,Remote
Delivery Partner/Delivery Executive,"Manipala, Karnataka","₹20,000 - ₹45,000 a month",32500.0,,Manipala,Karnataka,390000.0,Market Standard Salary,Onsite
Store & Purchase Executive,"Durgapur, West Bengal","₹20,000 - ₹40,000 a month",30000.0,,Durgapur,West Bengal,360000.0,Market Standard Salary,Onsite
Account Executive,"Muvattupuzha, Kerala","₹12,000 - ₹60,000 a month",36000.0,,Muvattupuzha,Kerala,432000.0,Market Standard Salary,Onsite
Software Trainee,"Pollachi H.O, Tamil Nadu",Not specified,,,Pollachi H.O,Tamil Nadu,,High Standard Salary,Onsite
Need female graduates to train school student in Bandel,"Hugli, West Bengal","₹15,000 - ₹18,000 a month",16500.0,,Hugli,West Bengal,198000.0,Market Standard Salary,Onsite
Billing Executive,"Idukki, Kerala","₹15,000 - ₹21,000 a month",18000.0,,Idukki,Kerala,216000.0,Market Standard Salary,Onsite
Hotel Management Trainee,"Kottayam, Kerala","₹20,000 - ₹30,000 a month",25000.0,,Kottayam,Kerala,300000.0,Market Standard Salary,Onsite
FACULTY WANTED - COMMERCE,"Pollachi, Tamil Nadu","₹18,000 - ₹45,000 a month",31500.0,,Pollachi,Tamil Nadu,378000.0,Market Standard Salary,Onsite
Project Manager,Remote,"From ₹25,000 a month",,Remote,Remote,Remote,,High Standard Salary,Remote
Editor,"Bengaluru, Karnataka","Up to ₹4,00,000 a year",,,Bengaluru,Karnataka,,High Standard Salary,Onsite
Front Office,"Kochi, Kerala","₹20,000 - ₹25,000 a month",22500.0,,Kochi,Kerala,270000.0,Market Standard Salary,Onsite
RTO Executive,"Erode, Tamil Nadu","₹16,000 - ₹20,000 a month",18000.0,,Erode,Tamil Nadu,216000.0,Market Standard Salary,Onsite
HR Co-ordinator,"Thrissur, Kerala","₹12,000 - ₹15,000 a month",13500.0,,Thrissur,Kerala,162000.0,Market Standard Salary,Onsite
Content Writers - Part Time,"Hubli, Karnataka",Not specified,,,Hubli,Karnataka,,High Standard Salary,Onsite
Video Editor,Remote,"₹5,000 - ₹7,000 a month",6000.0,Remote,Remote,Remote,72000.0,Market Standard Salary,Remote
Delivery Partner/Delivery Executive,"Kochi, Kerala","₹15,000 - ₹45,000 a month",30000.0,,Kochi,Kerala,360000.0,Market Standard Salary,Onsite
Fresher Software engineer at Technopark,"Thiruvananthapuram, Kerala","₹9,000 - ₹12,000 a month",10500.0,,Thiruvananthapuram,Kerala,126000.0,Market Standard Salary,Onsite
AWS intern,Remote,Not specified,,Remote,Remote,Remote,,High Standard Salary,Remote
Video Editing Intern,Remote,"₹4,000 - ₹5,000 a month",4500.0,Remote,Remote,Remote,54000.0,Market Standard Salary,Remote
Google Ads Executive(fresher/experience),"Ambli, Ahmedabad, Gujarat","Up to ₹35,000 a month",,Ambli,Ahmedabad,Gujarat,,High Standard Salary,Onsite
JET - Fresher Diploma Engineer(Mechanical/Fabrication/Production),"Surat, Gujarat","₹2,00,000 - ₹3,00,000 a year",250000.0,,Surat,Gujarat,3000000.0,Above Medium Standard Salary,Onsite
Executive Diploma Trainee,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,,High Standard Salary,Onsite
tellecaller,"Shimla, Himachal Pradesh","₹18,569 - ₹27,467 a month",23018.0,,Shimla,Himachal Pradesh,276216.0,Market Standard Salary,Onsite
Supervisors/Incharges,"Pudukkottai, Tamil Nadu",Not specified,,,Pudukkottai,Tamil Nadu,,High Standard Salary,Onsite
Junior Business Analyst,"Udumalaippettai, Tamil Nadu","Up to ₹10,000 a month",,,Udumalaippettai,Tamil Nadu,,High Standard Salary,Onsite
Computer Faculty,Remote,"From ₹10,000 a month",,Remote,Remote,Remote,,High Standard Salary,Remote
Process Associate,"Bhubaneswar, Orissa","₹1,00,000 - ₹2,20,000 a year",160000.0,,Bhubaneswar,Orissa,1920000.0,Above Medium Standard Salary,Onsite
Fresher IT Software Training in Infopark,"Kochi, Kerala","₹9,000 - ₹15,000 a month",12000.0,,Kochi,Kerala,144000.0,Market Standard Salary,Onsite
Hotel Management Trainee,"Thiruvananthapuram, Kerala","₹24,000 - ₹32,000 a month",28000.0,,Thiruvananthapuram,Kerala,336000.0,Market Standard Salary,Onsite
Kyc Verification Executive Fresher,"Naraina, Delhi, Delhi",Not specified,,Naraina,Delhi,Delhi,,High Standard Salary,Onsite
Video Editor,Remote,"₹10,000 - ₹15,000 a month",12500.0,Remote,Remote,Remote,150000.0,Market Standard Salary,Remote
Business Development Associate,"Bengaluru, Karnataka","₹4,50,000 - ₹5,00,000 a year",475000.0,,Bengaluru,Karnataka,5700000.0,High Standard Salary,Onsite
Hindi Content Writer Intern.,Remote,"₹10,000 a month",10000.0,Remote,Remote,Remote,120000.0,Market Standard Salary,Remote
Digital Marketing Intern,Remote,"₹5,000 - ₹6,000 a month",5500.0,Remote,Remote,Remote,66000.0,Market Standard Salary,Remote
Delivery Partner/Delivery Executive,"Mangalore, Karnataka","₹20,000 - ₹60,000 a month",40000.0,,Mangalore,Karnataka,480000.0,Market Standard Salary,Onsite
Social Media Intern (Remote),Remote,"₹4,900 - ₹5,000 a month",4950.0,Remote,Remote,Remote,59400.0,Market Standard Salary,Remote
Summer Internship Programme,"Mohali, Punjab","From ₹10,000 a month",,,Mohali,Punjab,,High Standard Salary,Onsite
Wanted female office assistants,"Gandhipuram, Coimbatore, Tamil Nadu","From ₹17,000 a month",,Gandhipuram,Coimbatore,Tamil Nadu,,High Standard Salary,Onsite
UI/UX Freshers (2024),Remote,"₹5,00,000 a year",500000.0,Remote,Remote,Remote,6000000.0,High Standard Salary,Remote
Graphic Designer Internship,Remote,"₹7,000 - ₹10,000 a month",8500.0,Remote,Remote,Remote,102000.0,Market Standard Salary,Remote
Trainee,"Rampur, Uttar Pradesh",Not specified,,,Rampur,Uttar Pradesh,,High Standard Salary,Onsite
Digital Marketing Intern/Fresher,Delhi,"Up to ₹10,000 a month",,Delhi,Delhi,Delhi,,High Standard Salary,Onsite
Data Entry Operators,Delhi,Not specified,,Delhi,Delhi,Delhi,,High Standard Salary,Onsite
Content Creator Intern,Remote,"₹5,000 - ₹10,000 a month",7500.0,Remote,Remote,Remote,90000.0,Market Standard Salary,Remote
QA/QC Trainee,"Vadodara, Gujarat",Not specified,,,Vadodara,Gujarat,,High Standard Salary,Onsite
Document verification,"Nesapakkam, Chennai, Tamil Nadu","₹15,000 a month",15000.0,Nesapakkam,Chennai,Tamil Nadu,180000.0,Market Standard Salary,Onsite
Digital Marketing Manager,Remote,"₹32,500 - ₹36,500 a month",34500.0,Remote,Remote,Remote,414000.0,Market Standard Salary,Remote
Freshers - Delhi,"Delhi, Delhi","₹7,50,000 a year",750000.0,,Delhi,Delhi,9000000.0,High Standard Salary,Onsite
QA Engineer Fresher,"Pune, Maharashtra","₹20,000 - ₹30,000 a month",25000.0,,Pune,Maharashtra,300000.0,Market Standard Salary,Onsite
Social Media Intern,Remote,"₹8,086.00 - ₹22,129.77 a month",15107.885,Remote,Remote,Remote,181294.62,Market Standard Salary,Remote
Receptionist Front Desk,"Delhi, Delhi","From ₹35,000 a month",,,Delhi,Delhi,,High Standard Salary,Onsite
Derivatives Trader,Delhi,Not specified,,Delhi,Delhi,Delhi,,High Standard Salary,Onsite
Document verification fresher apply now,"Gurugram, Haryana","₹11,109.96 - ₹32,719.16 a month",21914.56,,Gurugram,Haryana,262974.72,Market Standard Salary,Onsite
Technical Support Engineer,"Bengaluru, Karnataka","₹24,000 - ₹43,000 a month",33500.0,,Bengaluru,Karnataka,402000.0,Market Standard Salary,Onsite
Freshers / Internship,"Pune, Maharashtra",Not specified,,,Pune,Maharashtra,,High Standard Salary,Onsite
Shipment /Pricing/ Documentation Executive - (Freshers can apply),"Tambaram West, Chennai, Tamil Nadu",Not specified,,Tambaram West,Chennai,Tamil Nadu,,High Standard Salary,Onsite
Fresher software tester internship,"Kochi, Kerala","₹10,000 - ₹15,000 a month",12500.0,,Kochi,Kerala,150000.0,Market Standard Salary,Onsite
Fresher Engineer,"Pune, Maharashtra",Not specified,,,Pune,Maharashtra,,High Standard Salary,Onsite
Python - Fresher,"Pune, Maharashtra",Not specified,,,Pune,Maharashtra,,High Standard Salary,Onsite
Graduate Student,"Kochi, Kerala","₹10,000 - ₹15,000 a month",12500.0,,Kochi,Kerala,150000.0,Market Standard Salary,Onsite
FRESHERS BOOTCAMP Job oriented Program,Remote,Not specified,,Remote,Remote,Remote,,High Standard Salary,Remote
Project Manager,"Madurai, Tamil Nadu","₹15,000 - ₹35,000 a month",25000.0,,Madurai,Tamil Nadu,300000.0,Market Standard Salary,Onsite
Cyber Security Trainee,India,"₹20,000 a month",20000.0,India,India,India,240000.0,Market Standard Salary,Onsite
SEO Intern/Trainee,Remote,Not specified,,Remote,Remote,Remote,,High Standard Salary,Remote
Corporate Assistant - Freshers,"Banaswadi, Bengaluru, Karnataka",Not specified,,Banaswadi,Bengaluru,Karnataka,,High Standard Salary,Onsite
Trainee Software Developer Fresher,"Vadodara, Gujarat",Not specified,,,Vadodara,Gujarat,,High Standard Salary,Onsite
TRAINEE ENGINEER- NETWORK SECURITY,"Bengaluru, Karnataka","₹4,00,000 a year",400000.0,,Bengaluru,Karnataka,4800000.0,High Standard Salary,Onsite
IT fresher(Trainee engineer),"Bengaluru, Karnataka","₹2,50,000 - ₹3,00,000 a year",275000.0,,Bengaluru,Karnataka,3300000.0,Above Medium Standard Salary,Onsite
SEO Executive,Remote,"₹5,000 - ₹8,000 a month",6500.0,Remote,Remote,Remote,78000.0,Market Standard Salary,Remote
Trainee - Junior Data Analyst,"Coimbatore, Tamil Nadu",Not specified,,,Coimbatore,Tamil Nadu,,High Standard Salary,Onsite
Java Fresher,Karnataka,Not specified,,Karnataka,Karnataka,Karnataka,,High Standard Salary,Onsite
Academic Advisor (Work from Home),"Perumbavoor, Kerala","₹12,000 - ₹25,000 a month",18500.0,,Perumbavoor,Kerala,222000.0,Market Standard Salary,Onsite
Research Analyst (Fresher),"Noida, Uttar Pradesh","₹3,50,000 a year",350000.0,,Noida,Uttar Pradesh,4200000.0,High Standard Salary,Onsite
Social Media Manager,Remote,"₹6,500 - ₹17,000 a month",11750.0,Remote,Remote,Remote,141000.0,Market Standard Salary,Remote
QA Fresher,"Ahmedabad, Gujarat","Up to ₹2,50,000 a year",,,Ahmedabad,Gujarat,,High Standard Salary,Onsite
Google Ads Specialist,"Ahmedabad, Gujarat","₹4,00,000 - ₹7,00,000 a year",550000.0,,Ahmedabad,Gujarat,6600000.0,High Standard Salary,Onsite
Alt-Text Writer - General,Remote,"₹20,000 - ₹25,000 a month",22500.0,Remote,Remote,Remote,270000.0,Market Standard Salary,Remote
Talent Acquisition Specialist- Freshers,Remote,Not specified,,Remote,Remote,Remote,,High Standard Salary,Remote
Accounts Assistant,"Pollachi, Tamil Nadu","From ₹15,000 a month",,,Pollachi,Tamil Nadu,,High Standard Salary,Onsite
Graduate Trainee (full Time),Goa,"₹3,25,000 - ₹4,75,000 a year",400000.0,Goa,Goa,Goa,4800000.0,High Standard Salary,Onsite
Voice Process Trainee,Remote,"₹10,000 - ₹25,000 a month",17500.0,Remote,Remote,Remote,210000.0,Market Standard Salary,Remote
Quality Engineer Trainee,"Bommasandra Industrial Estate, Bengaluru, Karnataka","₹4,00,000 a year",400000.0,Bommasandra Industrial Estate,Bengaluru,Karnataka,4800000.0,High Standard Salary,Onsite
freshers,"Aruppukkottai, Tamil Nadu","₹7,000 - ₹10,000 a month",8500.0,,Aruppukkottai,Tamil Nadu,102000.0,Market Standard Salary,Onsite
Finance Intern,Remote,"₹10,000 - ₹20,000 a month",15000.0,Remote,Remote,Remote,180000.0,Market Standard Salary,Remote
HR Recruiter,Remote,"₹10,000 - ₹15,000 a month",12500.0,Remote,Remote,Remote,150000.0,Market Standard Salary,Remote
Power BI – Fresher,"Mumbai, Maharashtra",Not specified,,,Mumbai,Maharashtra,,High Standard Salary,Onsite
Field Officer,"Kokrajhar, Assam","₹15,000 a month",15000.0,,Kokrajhar,Assam,180000.0,Market Standard Salary,Onsite
HR Executive Fresher,Remote,"From ₹9,306.88 a month",,Remote,Remote,Remote,,High Standard Salary,Remote
Jewel Data Entry,"Kavundampalayam, Coimbatore, Tamil Nadu","₹10,000 - ₹17,000 a month",13500.0,Kavundampalayam,Coimbatore,Tamil Nadu,162000.0,Market Standard Salary,Onsite
Operations Co-ordinator,"Kottayam, Kerala","₹15,000 - ₹20,000 a month",17500.0,,Kottayam,Kerala,210000.0,Market Standard Salary,Onsite
Data Analyst,"Tambaram, Chennai, Tamil Nadu","₹18,000 - ₹36,000 a month",27000.0,Tambaram,Chennai,Tamil Nadu,324000.0,Market Standard Salary,Onsite
Fresher opening for Manual Testing,"Ashapur, Varanasi, Uttar Pradesh","₹10,161.00 - ₹30,193.25 a month",20177.125,Ashapur,Varanasi,Uttar Pradesh,242125.5,Market Standard Salary,Onsite
Quality Analyst,"Kottivakkam, Chennai, Tamil Nadu","₹17,800 - ₹35,900 a month",26850.0,Kottivakkam,Chennai,Tamil Nadu,322200.0,Market Standard Salary,Onsite
Production Fresher,"Chakan, Pune, Maharashtra","₹20,000 - ₹25,000 a month",22500.0,Chakan,Pune,Maharashtra,270000.0,Market Standard Salary,Onsite
GET (Graduate Engineer Trainee),"Bengaluru, Karnataka","₹1,00,000 - ₹1,20,000 a year",110000.0,,Bengaluru,Karnataka,1320000.0,Medium Standard Salary,Onsite
jewellery cad designer,Remote,"₹15,000 - ₹30,000 a month",22500.0,Remote,Remote,Remote,270000.0,Market Standard Salary,Remote
IT Recruiters – Freshers,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,,High Standard Salary,Onsite
Factory Helpers / Helpers,"Bengaluru, Karnataka","₹14,700 - ₹20,650 a month",17675.0,,Bengaluru,Karnataka,212100.0,Market Standard Salary,Onsite
Fresher Software Developer,"Gadarwara, Madhya Pradesh",Not specified,,,Gadarwara,Madhya Pradesh,,High Standard Salary,Onsite
Project Manager,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,,High Standard Salary,Onsite
Data Analyst,"Saidapet, Chennai, Tamil Nadu","₹17,500 - ₹30,000 a month",23750.0,Saidapet,Chennai,Tamil Nadu,285000.0,Market Standard Salary,Onsite
TEACHER,"Cannanore, Kerala","₹10,000 - ₹30,000 a month",20000.0,,Cannanore,Kerala,240000.0,Market Standard Salary,Onsite
Hybrid Mobile App Developer,"Kuzhittura, Tamil Nadu","₹8,000 - ₹35,000 a month",21500.0,,Kuzhittura,Tamil Nadu,258000.0,Market Standard Salary,Onsite
Fellow - GI-HPB Surgery,"Kolkata, West Bengal",Not specified,,,Kolkata,West Bengal,,High Standard Salary,Onsite
Digital and AI Marketing Service Executive,Remote,"₹25,000 - ₹60,000 a month",42500.0,Remote,Remote,Remote,510000.0,Market Standard Salary,Remote
Freshers and Experience can apply,"Patan, Gujarat","₹12,000 - ₹35,000 a month",23500.0,,Patan,Gujarat,282000.0,Market Standard Salary,Onsite
Remote IT Talent Sourcer (Fresher),Remote,Not specified,,Remote,Remote,Remote,,High Standard Salary,Remote
Freelance Contributor,Remote,"₹2,000 - ₹5,000 a month",3500.0,Remote,Remote,Remote,42000.0,Market Standard Salary,Remote
Freelance Recruiter,Remote,"Up to ₹42,000 a month",,Remote,Remote,Remote,,High Standard Salary,Remote
Customer Service Executive,"Whitefield, Bengaluru, Karnataka","₹2,50,000 - ₹3,80,000 a year",315000.0,Whitefield,Bengaluru,Karnataka,3780000.0,Above Medium Standard Salary,Onsite
Process Associates – BPO Non-voice,"Coimbatore, Tamil Nadu",Not specified,,,Coimbatore,Tamil Nadu,,High Standard Salary,Onsite
Developer Trainee,"Cannanore, Kerala",Not specified,,,Cannanore,Kerala,,High Standard Salary,Onsite
Flutter Intern,"Padmanabhapuram, Tamil Nadu",Not specified,,,Padmanabhapuram,Tamil Nadu,,High Standard Salary,Onsite
Delivery Partner/Delivery Executive,"Madurai, Tamil Nadu","₹15,000 - ₹45,000 a month",30000.0,,Madurai,Tamil Nadu,360000.0,Market Standard Salary,Onsite
Management Trainee,Remote,"₹5,00,000 - ₹8,00,000 a year",650000.0,Remote,Remote,Remote,7800000.0,High Standard Salary,Remote
Visa submission officer - Operations,"Puducherry, Puducherry","₹19,000 - ₹20,000 a month",19500.0,,Puducherry,Puducherry,234000.0,Market Standard Salary,Onsite
Intern/ Trainee Mobile Development,"Delhi, Delhi",Not specified,,,Delhi,Delhi,,High Standard Salary,Onsite
Drug Safety Associate,"Nashik, Maharashtra","₹28,086.00 - ₹40,714.29 a month",34400.145000000004,,Nashik,Maharashtra,412801.75,Market Standard Salary,Onsite
MEP Supervisor,"Chennai, Tamil Nadu","₹15,000 - ₹30,000 a month",22500.0,,Chennai,Tamil Nadu,270000.0,Market Standard Salary,Onsite
Accounts Assistant,"Calicut, Kerala",Not specified,,,Calicut,Kerala,,High Standard Salary,Onsite
Fresher Mern Stack Developer,"Kochi, Kerala","₹10,000 - ₹13,000 a month",11500.0,,Kochi,Kerala,138000.0,Market Standard Salary,Onsite
Data Entry Operator/Computer Operator,"Thiruvananthapuram, Kerala","₹14,000 - ₹16,000 a month",15000.0,,Thiruvananthapuram,Kerala,180000.0,Market Standard Salary,Onsite
Delivery Partner/Delivery Executive,"Thrissur, Kerala","₹15,000 - ₹45,000 a month",30000.0,,Thrissur,Kerala,360000.0,Market Standard Salary,Onsite
Artificial Intelligence Researcher - Freshers,"Banaswadi, Bengaluru, Karnataka",Not specified,,Banaswadi,Bengaluru,Karnataka,,High Standard Salary,Onsite
BCA Fresher,"Bellandur, Bengaluru, Karnataka","₹2,00,000 - ₹4,00,000 a year",300000.0,Bellandur,Bengaluru,Karnataka,3600000.0,Above Medium Standard Salary,Onsite
TRAINEE ENGINEER,"Thiruvananthapuram, Kerala",Not specified,,,Thiruvananthapuram,Kerala,,High Standard Salary,Onsite
HR Internship,"Bengaluru, Karnataka","₹5,000 - ₹10,000 a month",7500.0,,Bengaluru,Karnataka,90000.0,Market Standard Salary,Onsite
Product Intern,Remote,Not specified,,Remote,Remote,Remote,,High Standard Salary,Remote
Research Associate,"Kharadi, Pune, Maharashtra","₹20,000 - ₹40,000 a month",30000.0,Kharadi,Pune,Maharashtra,360000.0,Market Standard Salary,Onsite
Jr. PHP Developer (Fresher with 3-6 months training in PHP),"Mohali, Punjab","₹10,000 - ₹25,000 a month",17500.0,,Mohali,Punjab,210000.0,Market Standard Salary,Onsite
Service Engineer - Fresher (ITI or Diploma or Any Degree),"Hyderabad, Telangana","₹18,000 - ₹25,000 a month",21500.0,,Hyderabad,Telangana,258000.0,Market Standard Salary,Onsite
MBA Fresher,"Dharwad District, Karnataka","₹10,000 - ₹15,000 a month",12500.0,,Dharwad District,Karnataka,150000.0,Market Standard Salary,Onsite
Vacancy For Fresher - Nathdwara Rajasthan,"Rajsamand, Rajasthan","₹12,000 - ₹14,000 a month",13000.0,,Rajsamand,Rajasthan,156000.0,Market Standard Salary,Onsite
Billing Manager,"Ramanathapuram, Tamil Nadu","₹6,500 - ₹8,500 a month",7500.0,,Ramanathapuram,Tamil Nadu,90000.0,Market Standard Salary,Onsite
SALES & GODOWN WORK,"Thiruvarur, Tamil Nadu","₹15,000 - ₹25,000 a month",20000.0,,Thiruvarur,Tamil Nadu,240000.0,Market Standard Salary,Onsite
